 Version bandmott1
  
      n =    8
      l =   40
  tausk =   10
  doall =    1
  denswp=   50
  histno=   49
   iran =    -6562683
     t  =  1.00000000
    mu  =  0.00000000
  delmu =  0.00000000
  bpar =   0.00000000
  dtau  =  0.05000000
 warms  =  1000
 sweeps =  1000
      u =  8.000000000000
  nwrap =     4
difflim =  0.001000000000
 errrat =  0.010000000000
 doauto =     0
orthlen =    12
  eorth =  0.000000000100
 dopair =     1
numpair =     1
lambda =   0.653732997987
  start =           0
 after disorder set, iran =     -6562683
   
 Using mu =   0.000000000000
   5    0.4675579202 +-   0.0461485878
   6    0.4626097987 +-   0.0460918966
   7    0.4581282235 +-   0.0459908198
   8    0.4540639924 +-   0.0458767612
   9    0.4503782673 +-   0.0457499996
  10    0.4470328852 +-   0.0456342134
  11    0.4440392949 +-   0.0455488059
  12    0.4414163688 +-   0.0455058799
  13    0.4391753199 +-   0.0455064025
  14    0.4373441973 +-   0.0455299451
  15    0.4359124546 +-   0.0455537177
  16    0.4348226199 +-   0.0455801956
  17    0.4340729066 +-   0.0455976531
  18    0.4336174104 +-   0.0456040590
  19    0.4334448215 +-   0.0456137364
  20    0.4335369538 +-   0.0456234667
  21    0.4338808425 +-   0.0456373978
  22    0.4345003653 +-   0.0456477220
  23    0.4353968344 +-   0.0456400320
  24    0.4365717630 +-   0.0456061450
  25    0.4379818425 +-   0.0455494757
  26    0.4395651167 +-   0.0454564009
  27    0.4413185359 +-   0.0453387647
  28    0.4432255523 +-   0.0452012169
  29    0.4453185167 +-   0.0450546929
  30    0.4476701641 +-   0.0449193017
  31    0.4503607485 +-   0.0448156603
  32    0.4534717429 +-   0.0447605653
  33    0.4570665681 +-   0.0447449269
  34    0.4612107350 +-   0.0447686542
  35    0.4659639863 +-   0.0448221952
  36    0.4714197730 +-   0.0449045281
  37    0.4776986187 +-   0.0450178666
  38    0.4849934381 +-   0.0451594866
  39    0.4935784584 +-   0.0453277879
  40    0.5038629996 +-   0.0455173533
 qx =            1  qy =            2
   0    0.6611352046 +-   0.0709336953
   1    0.6400198016 +-   0.0708874491
   2    0.6228703556 +-   0.0708772069
   3    0.6085829669 +-   0.0709084422
   4    0.5964278231 +-   0.0709561290
   5    0.5859318711 +-   0.0709991468
   6    0.5767940930 +-   0.0710278829
   7    0.5688145354 +-   0.0710633091
   8    0.5617611057 +-   0.0711128388
   9    0.5555315347 +-   0.0711414613
  10    0.5500372249 +-   0.0711361432
  11    0.5451638211 +-   0.0710979119
  12    0.5408300176 +-   0.0710192411
  13    0.5370462996 +-   0.0709214555
  14    0.5337172510 +-   0.0708079142
  15    0.5307297282 +-   0.0706881365
  16    0.5280116374 +-   0.0705716646
  17    0.5257109452 +-   0.0704669619
  18    0.5239191794 +-   0.0703708090
  19    0.5226575127 +-   0.0702831917
  20    0.5219395176 +-   0.0701955493
  21    0.5217139065 +-   0.0700944672
  22    0.5220062097 +-   0.0699946628
  23    0.5227948757 +-   0.0699197652
  24    0.5240851341 +-   0.0698916004
  25    0.5258806280 +-   0.0698980430
  26    0.5281955035 +-   0.0699293604
  27    0.5310907868 +-   0.0699803390
  28    0.5346069634 +-   0.0700523939
  29    0.5387422281 +-   0.0701322304
  30    0.5435364463 +-   0.0702140905
  31    0.5490757187 +-   0.0702879573
  32    0.5554259402 +-   0.0703666019
  33    0.5626612671 +-   0.0704564992
  34    0.5709074088 +-   0.0705554444
  35    0.5804611503 +-   0.0706728284
  36    0.5916185172 +-   0.0707887487
  37    0.6047278458 +-   0.0708732312
  38    0.6201927171 +-   0.0709102193
  39    0.6386556471 +-   0.0709243911
  40    0.6611352046 +-   0.0709336953
 qx =            1  qy =            3
   0    0.7614897378 +-   0.0600117799
   1    0.7276651497 +-   0.0602388634
   2    0.7004580631 +-   0.0604475555
   3    0.6781283385 +-   0.0606209316
   4    0.6595710326 +-   0.0607639359
   5    0.6440137470 +-   0.0608806622
   6    0.6308610160 +-   0.0609525205
   7    0.6196295526 +-   0.0609852839
   8    0.6099219632 +-   0.0609771100
   9    0.6015001023 +-   0.0609297274
  10    0.5941521870 +-   0.0608552517
  11    0.5876926373 +-   0.0607812735
  12    0.5820019589 +-   0.0607216604
  13    0.5770369929 +-   0.0606564845
  14    0.5728156376 +-   0.0605871647
  15    0.5692393644 +-   0.0605384062
  16    0.5663163112 +-   0.0605533800
  17    0.5639928900 +-   0.0606205089
  18    0.5621711962 +-   0.0607458236
  19    0.5607930700 +-   0.0609330190
  20    0.5599212763 +-   0.0611985854
  21    0.5596213153 +-   0.0615480175
  22    0.5599389241 +-   0.0619259915
  23    0.5609108905 +-   0.0623191364
  24    0.5626066756 +-   0.0626760511
  25    0.5650982387 +-   0.0629495499
  26    0.5684139758 +-   0.0631223860
  27    0.5726347416 +-   0.0631741565
  28    0.5778431799 +-   0.0631167005
  29    0.5840775216 +-   0.0629587645
  30    0.5913827365 +-   0.0627468681
  31    0.5997653620 +-   0.0625201025
  32    0.6093161863 +-   0.0622601084
  33    0.6200879573 +-   0.0619648068
  34    0.6322306159 +-   0.0616531301
  35    0.6459863602 +-   0.0613192095
  36    0.6617191174 +-   0.0609887505
  37    0.6800496878 +-   0.0606863566
  38    0.7018680400 +-   0.0604277346
  39    0.7284078854 +-   0.0602007533
  40    0.7614897378 +-   0.0600117799
 qx =            1  qy =            4
   0    0.8619367198 +-   0.0765220247
   1    0.8236977087 +-   0.0762618434
   2    0.7929928899 +-   0.0760018531
   3    0.7676795621 +-   0.0757807367
   4    0.7463059585 +-   0.0755657110
   5    0.7279611044 +-   0.0754047952
   6    0.7119096015 +-   0.0752924013
   7    0.6978940738 +-   0.0752532658
   8    0.6856053702 +-   0.0752707219
   9    0.6747667444 +-   0.0752974132
  10    0.6651590949 +-   0.0752938954
  11    0.6567207082 +-   0.0752915925
  12    0.6494914832 +-   0.0752909753
  13    0.6433269648 +-   0.0752053152
  14    0.6382777164 +-   0.0750514045
  15    0.6342406031 +-   0.0748626690
  16    0.6311703785 +-   0.0747472693
  17    0.6289105480 +-   0.0747078349
  18    0.6272511044 +-   0.0747552629
  19    0.6261245660 +-   0.0748858613
  20    0.6255295530 +-   0.0750455312
  21    0.6253839929 +-   0.0752050657
  22    0.6258407717 +-   0.0753289943
  23    0.6269942829 +-   0.0753990808
  24    0.6289273429 +-   0.0753987666
  25    0.6317399606 +-   0.0753113544
  26    0.6355188700 +-   0.0751757438
  27    0.6403541479 +-   0.0749835437
  28    0.6463234421 +-   0.0747489550
  29    0.6534743197 +-   0.0745579155
  30    0.6619276986 +-   0.0744603394
  31    0.6715723826 +-   0.0745066920
  32    0.6825513090 +-   0.0747037949
  33    0.6951269193 +-   0.0750305141
  34    0.7096337809 +-   0.0754344561
  35    0.7261926776 +-   0.0758404301
  36    0.7450498109 +-   0.0762119905
  37    0.7668269447 +-   0.0764546622
  38    0.7924604403 +-   0.0765557304
  39    0.8234531603 +-   0.0765454008
  40    0.8619367198 +-   0.0765220247
 qx =            2  qy =            2
   0    0.7906255214 +-   0.0386801306
   1    0.7571959515 +-   0.0388354775
   2    0.7304778261 +-   0.0389469911
   3    0.7084709023 +-   0.0390530212
   4    0.6899208179 +-   0.0391609400
   5    0.6740293279 +-   0.0392297171
   6    0.6602359025 +-   0.0392399762
   7    0.6482145392 +-   0.0391703356
   8    0.6376318778 +-   0.0390544583
   9    0.6282820236 +-   0.0389442071
  10    0.6199519527 +-   0.0388661060
  11    0.6125665203 +-   0.0388486922
  12    0.6060455037 +-   0.0389076049
  13    0.6003598119 +-   0.0390290088
  14    0.5954808565 +-   0.0391711770
  15    0.5913122856 +-   0.0393395098
  16    0.5877829013 +-   0.0394966151
  17    0.5849056529 +-   0.0396085259
  18    0.5827314244 +-   0.0397010329
  19    0.5812789895 +-   0.0397608572
  20    0.5805767788 +-   0.0397952559
  21    0.5806953288 +-   0.0397937901
  22    0.5816127091 +-   0.0397580806
  23    0.5833085543 +-   0.0396866245
  24    0.5857937324 +-   0.0396161633
  25    0.5890591049 +-   0.0395388935
  26    0.5931043267 +-   0.0394478147
  27    0.5979821658 +-   0.0393211179
  28    0.6037885332 +-   0.0391836481
  29    0.6104665799 +-   0.0390410185
  30    0.6179534074 +-   0.0389065032
  31    0.6263781933 +-   0.0388203917
  32    0.6359188034 +-   0.0387694083
  33    0.6467890891 +-   0.0387547690
  34    0.6591465974 +-   0.0387531692
  35    0.6732488183 +-   0.0387530112
  36    0.6893820223 +-   0.0387443385
  37    0.7080866223 +-   0.0387130447
  38    0.7302071651 +-   0.0386972698
  39    0.7570768148 +-   0.0386977389
  40    0.7906255214 +-   0.0386801306
 qx =            2  qy =            3
   0    0.9276931534 +-   0.0643036109
   1    0.8828924363 +-   0.0641736475
   2    0.8471944369 +-   0.0639855295
   3    0.8178214018 +-   0.0637734477
   4    0.7930188979 +-   0.0635525668
   5    0.7717230067 +-   0.0633318519
   6    0.7531799841 +-   0.0630962499
   7    0.7369776836 +-   0.0628354201
   8    0.7228465539 +-   0.0625518540
   9    0.7105605672 +-   0.0622751965
  10    0.6999633468 +-   0.0620230565
  11    0.6908725866 +-   0.0617583439
  12    0.6831466575 +-   0.0614960712
  13    0.6767260176 +-   0.0612548157
  14    0.6714661979 +-   0.0610086292
  15    0.6672183430 +-   0.0607642843
  16    0.6637845289 +-   0.0605191865
  17    0.6611844092 +-   0.0602684948
  18    0.6594393639 +-   0.0600321423
  19    0.6585630036 +-   0.0598392639
  20    0.6585280082 +-   0.0596771945
  21    0.6592838120 +-   0.0595484127
  22    0.6608097318 +-   0.0594833383
  23    0.6631992719 +-   0.0594914785
  24    0.6664138530 +-   0.0595645682
  25    0.6704122239 +-   0.0596791074
  26    0.6750641507 +-   0.0598385350
  27    0.6805104564 +-   0.0600710113
  28    0.6868815027 +-   0.0603550867
  29    0.6943300518 +-   0.0606795820
  30    0.7029942590 +-   0.0610403189
  31    0.7130334504 +-   0.0614616168
  32    0.7246145751 +-   0.0619378078
  33    0.7380159852 +-   0.0624249460
  34    0.7535417958 +-   0.0628866867
  35    0.7714126507 +-   0.0633127764
  36    0.7922175300 +-   0.0636899443
  37    0.8167239867 +-   0.0639527635
  38    0.8461406564 +-   0.0641270078
  39    0.8822224635 +-   0.0642407650
  40    0.9276931534 +-   0.0643036109
 qx =            2  qy =            4
   0    1.3335901092 +-   0.1852107378
   1    1.2838566640 +-   0.1851781208
   2    1.2443093081 +-   0.1851250062
   3    1.2120917043 +-   0.1850915908
   4    1.1852495225 +-   0.1850943566
   5    1.1624303988 +-   0.1850923898
   6    1.1428467164 +-   0.1851323154
   7    1.1259023472 +-   0.1851709382
   8    1.1112992878 +-   0.1851698331
   9    1.0988820195 +-   0.1851138350
  10    1.0885094339 +-   0.1850534140
  11    1.0798416525 +-   0.1849621366
  12    1.0725125166 +-   0.1848160246
  13    1.0663703838 +-   0.1846217650
  14    1.0612087754 +-   0.1843895111
  15    1.0569301980 +-   0.1841724315
  16    1.0536547113 +-   0.1839605580
  17    1.0512646693 +-   0.1837256088
  18    1.0496788809 +-   0.1835035495
  19    1.0487700363 +-   0.1832516631
  20    1.0486224064 +-   0.1829200500
  21    1.0491767922 +-   0.1825132195
  22    1.0502316130 +-   0.1820861052
  23    1.0517722120 +-   0.1816325284
  24    1.0541148656 +-   0.1811897231
  25    1.0573157058 +-   0.1807997791
  26    1.0614388302 +-   0.1805007259
  27    1.0664775542 +-   0.1803452480
  28    1.0724780839 +-   0.1803323738
  29    1.0796799886 +-   0.1804490436
  30    1.0884481898 +-   0.1806809258
  31    1.0990315794 +-   0.1810227885
  32    1.1114836960 +-   0.1814632902
  33    1.1260143057 +-   0.1819533006
  34    1.1428991252 +-   0.1824615393
  35    1.1624843344 +-   0.1829758627
  36    1.1852261965 +-   0.1834878321
  37    1.2119486870 +-   0.1839478515
  38    1.2439489828 +-   0.1843598666
  39    1.2834695747 +-   0.1847914939
  40    1.3335901092 +-   0.1852107378
 qx =            3  qy =            3
   0    1.4077423922 +-   0.0680016407
   1    1.3512190349 +-   0.0684842571
   2    1.3066477922 +-   0.0689447996
   3    1.2703332598 +-   0.0693790231
   4    1.2397551124 +-   0.0697658607
   5    1.2134572254 +-   0.0700576384
   6    1.1905180557 +-   0.0702832726
   7    1.1703767502 +-   0.0704608994
   8    1.1525412088 +-   0.0706554302
   9    1.1366611462 +-   0.0709254270
  10    1.1225212565 +-   0.0712822093
  11    1.1099733968 +-   0.0716790211
  12    1.0989746313 +-   0.0721466289
  13    1.0894214303 +-   0.0726640180
  14    1.0813458924 +-   0.0731275347
  15    1.0746692967 +-   0.0734732908
  16    1.0693345406 +-   0.0736892315
  17    1.0653057339 +-   0.0738262674
  18    1.0627044548 +-   0.0738876335
  19    1.0613940810 +-   0.0738721434
  20    1.0613016714 +-   0.0737526315
  21    1.0623954580 +-   0.0735497426
  22    1.0646699977 +-   0.0732775200
  23    1.0680881417 +-   0.0729880581
  24    1.0726427175 +-   0.0726859913
  25    1.0782018466 +-   0.0723364575
  26    1.0848540376 +-   0.0719179539
  27    1.0926254159 +-   0.0714057150
  28    1.1017607923 +-   0.0708614899
  29    1.1122634368 +-   0.0703374737
  30    1.1241806053 +-   0.0698601136
  31    1.1375707016 +-   0.0694667450
  32    1.1525801634 +-   0.0691678942
  33    1.1695864205 +-   0.0689177012
  34    1.1890403300 +-   0.0686990937
  35    1.2115604838 +-   0.0684833710
  36    1.2377795455 +-   0.0682891588
  37    1.2686273099 +-   0.0681393001
  38    1.3054492784 +-   0.0680431899
  39    1.3506116041 +-   0.0680117168
  40    1.4077423922 +-   0.0680016407
 qx =            3  qy =            4
   0    1.6787931621 +-   0.2255659618
   1    1.6182617099 +-   0.2257042938
   2    1.5709000820 +-   0.2258393262
   3    1.5328275053 +-   0.2259988849
   4    1.5015083905 +-   0.2260971323
   5    1.4754840765 +-   0.2261692803
   6    1.4538244790 +-   0.2262221813
   7    1.4354107721 +-   0.2262663249
   8    1.4194640776 +-   0.2263166998
   9    1.4054242800 +-   0.2263766072
  10    1.3929669520 +-   0.2264339696
  11    1.3819423437 +-   0.2263726847
  12    1.3721977912 +-   0.2261968045
  13    1.3635119059 +-   0.2259600537
  14    1.3559254680 +-   0.2257680114
  15    1.3494187574 +-   0.2257644280
  16    1.3436910921 +-   0.2260129871
  17    1.3387975947 +-   0.2265510539
  18    1.3348046818 +-   0.2272528431
  19    1.3317885572 +-   0.2279634817
  20    1.3297147439 +-   0.2284906899
  21    1.3285807832 +-   0.2288818135
  22    1.3285142165 +-   0.2291743687
  23    1.3296939125 +-   0.2293152889
  24    1.3322133481 +-   0.2293095151
  25    1.3361511871 +-   0.2291504034
  26    1.3414379007 +-   0.2288269002
  27    1.3482385978 +-   0.2283823510
  28    1.3565116951 +-   0.2278874618
  29    1.3663419031 +-   0.2274171143
  30    1.3779967347 +-   0.2269749449
  31    1.3915529181 +-   0.2266607247
  32    1.4070882384 +-   0.2264336461
  33    1.4247577457 +-   0.2262660725
  34    1.4446662973 +-   0.2261742002
  35    1.4676585556 +-   0.2260959310
  36    1.4949559480 +-   0.2260636159
  37    1.5276000726 +-   0.2259814092
  38    1.5672588698 +-   0.2258429473
  39    1.6163413656 +-   0.2256991684
  40    1.6787931621 +-   0.2255659618
 qx =            4  qy =            4
   0    2.3304783919 +-   0.1765221171
   1    2.2632273350 +-   0.1759579704
   2    2.2102055598 +-   0.1754586906
   3    2.1669220612 +-   0.1748831781
   4    2.1304842922 +-   0.1740917266
   5    2.0991876466 +-   0.1730231319
   6    2.0712261615 +-   0.1716496628
   7    2.0459002267 +-   0.1700623810
   8    2.0228530975 +-   0.1683607426
   9    2.0018261016 +-   0.1667860152
  10    1.9827227205 +-   0.1654193733
  11    1.9655471506 +-   0.1643475583
  12    1.9500877868 +-   0.1635924910
  13    1.9364115794 +-   0.1632249618
  14    1.9248734916 +-   0.1630406944
  15    1.9156160620 +-   0.1629805567
  16    1.9088026217 +-   0.1630088514
  17    1.9042362296 +-   0.1630756877
  18    1.9020221280 +-   0.1632367991
  19    1.9019147896 +-   0.1635004035
  20    1.9035980913 +-   0.1640160610
  21    1.9070226320 +-   0.1648229305
  22    1.9124535110 +-   0.1658388304
  23    1.9196746420 +-   0.1670286118
  24    1.9282589732 +-   0.1683292320
  25    1.9379697248 +-   0.1695850479
  26    1.9489573732 +-   0.1708039190
  27    1.9616175365 +-   0.1719594898
  28    1.9757753634 +-   0.1730754963
  29    1.9909768010 +-   0.1742069036
  30    2.0070501071 +-   0.1751999719
  31    2.0240019482 +-   0.1758323254
  32    2.0419552010 +-   0.1762773040
  33    2.0614853640 +-   0.1766535585
  34    2.0829347008 +-   0.1769335163
  35    2.1073974033 +-   0.1771463800
  36    2.1360460232 +-   0.1773043677
  37    2.1705013525 +-   0.1774269929
  38    2.2125144638 +-   0.1773444282
  39    2.2645607861 +-   0.1770161663
  40    2.3304783919 +-   0.1765221171
 chi,z:
chi,z(   0,   0)=  0.2473559246  0.5927763171
chi,z(   0,   1)=  0.2879230913  0.5388174481
chi,z(   0,   2)=  0.3546110843  0.5396972220
chi,z(   0,   3)=  0.3938957236  0.4149647160
chi,z(   0,   4)=  0.4112740500  0.5859644657
chi,z(   1,   1)=  0.2749491214  0.4335369538
chi,z(   1,   2)=  0.3463745731  0.5219395176
chi,z(   1,   3)=  0.4042167005  0.5599212763
chi,z(   1,   4)=  0.4350466080  0.6255295530
chi,z(   2,   2)=  0.3820243006  0.5805767788
chi,z(   2,   3)=  0.5099940310  0.6585280082
chi,z(   2,   4)=  0.5907489331  1.0486224064
chi,z(   3,   3)=  0.7677445864  1.0613016714
chi,z(   3,   4)=  0.9507195859  1.3297147439
chi,z(   4,   4)=  1.2189421979  1.9035980913
 current(nx,ny,ti):
 nx =            0  ny =            0
   0   -1.4938813849 +-   0.0108738309
   1   -0.9876974442 +-   0.0074316913
   2   -0.6614498824 +-   0.0052197985
   3   -0.4503049517 +-   0.0037767318
   4   -0.3124423711 +-   0.0029727409
   5   -0.2202113534 +-   0.0026067771
   6   -0.1577635499 +-   0.0018503097
   7   -0.1138683224 +-   0.0012464537
   8   -0.0837374010 +-   0.0011451286
   9   -0.0628456298 +-   0.0009976333
  10   -0.0479846178 +-   0.0012134644
  11   -0.0372560745 +-   0.0013090823
  12   -0.0292840668 +-   0.0012954916
  13   -0.0238308334 +-   0.0013312932
  14   -0.0196975001 +-   0.0013096382
  15   -0.0168398136 +-   0.0013140659
  16   -0.0149294208 +-   0.0011609144
  17   -0.0134928187 +-   0.0010982564
  18   -0.0123574537 +-   0.0010675639
  19   -0.0110472113 +-   0.0008719173
  20   -0.0106745661 +-   0.0008051399
  21   -0.0110472113 +-   0.0008719173
  22   -0.0123574537 +-   0.0010675639
  23   -0.0134928187 +-   0.0010982564
  24   -0.0149294208 +-   0.0011609144
  25   -0.0168398136 +-   0.0013140659
  26   -0.0196975001 +-   0.0013096382
  27   -0.0238308334 +-   0.0013312932
  28   -0.0292840668 +-   0.0012954916
  29   -0.0372560745 +-   0.0013090823
  30   -0.0479846178 +-   0.0012134644
  31   -0.0628456298 +-   0.0009976333
  32   -0.0837374010 +-   0.0011451286
  33   -0.1138683224 +-   0.0012464537
  34   -0.1577635499 +-   0.0018503097
  35   -0.2202113534 +-   0.0026067771
  36   -0.3124423711 +-   0.0029727409
  37   -0.4503049517 +-   0.0037767318
  38   -0.6614498824 +-   0.0052197985
  39   -0.9876974442 +-   0.0074316913
  40   -1.4938813849 +-   0.0108738309
 nx =            0  ny =            1
   0    0.0326294439 +-   0.0008013483
   1    0.0185354635 +-   0.0005676762
   2    0.0111044090 +-   0.0003754507
   3    0.0073893973 +-   0.0002986845
   4    0.0052976981 +-   0.0003148674
   5    0.0043002407 +-   0.0002372788
   6    0.0038233954 +-   0.0002481600
   7    0.0035398935 +-   0.0003431314
   8    0.0032631996 +-   0.0003617778
   9    0.0030903481 +-   0.0003694721
  10    0.0028923150 +-   0.0003812612
  11    0.0027449952 +-   0.0004069714
  12    0.0025578352 +-   0.0004155655
  13    0.0025286433 +-   0.0004488939
  14    0.0023799604 +-   0.0005068869
  15    0.0022191871 +-   0.0005475825
  16    0.0022512835 +-   0.0006356761
  17    0.0020479894 +-   0.0005045969
  18    0.0020231119 +-   0.0005701131
  19    0.0018406564 +-   0.0003967831
  20    0.0018831936 +-   0.0004331299
  21    0.0017961210 +-   0.0004370060
  22    0.0018277276 +-   0.0005520880
  23    0.0015618435 +-   0.0003672258
  24    0.0015479673 +-   0.0003253539
  25    0.0016257175 +-   0.0003121087
  26    0.0018319577 +-   0.0002743183
  27    0.0022119440 +-   0.0003622051
  28    0.0020815329 +-   0.0002068195
  29    0.0020872336 +-   0.0001517929
  30    0.0024173558 +-   0.0001525474
  31    0.0028146532 +-   0.0001788768
  32    0.0031445245 +-   0.0001906446
  33    0.0036937035 +-   0.0003383662
  34    0.0039263289 +-   0.0004087283
  35    0.0046186227 +-   0.0006046597
  36    0.0055784303 +-   0.0004850466
  37    0.0074011970 +-   0.0004046473
  38    0.0110856040 +-   0.0004179142
  39    0.0185223350 +-   0.0006403991
  40    0.0326294439 +-   0.0008013483
 nx =            0  ny =            2
   0   -0.0006195953 +-   0.0002035312
   1   -0.0006384610 +-   0.0001792712
   2   -0.0006187735 +-   0.0001459144
   3   -0.0005843419 +-   0.0001168309
   4   -0.0005384133 +-   0.0001121128
   5   -0.0004924377 +-   0.0001093408
   6   -0.0004301113 +-   0.0001104380
   7   -0.0004232044 +-   0.0001363392
   8   -0.0003727763 +-   0.0001594027
   9   -0.0003414299 +-   0.0001904449
  10   -0.0002867616 +-   0.0002286886
  11   -0.0002330596 +-   0.0002202832
  12   -0.0001932879 +-   0.0002153925
  13   -0.0000935726 +-   0.0001857682
  14   -0.0000387370 +-   0.0001264854
  15   -0.0000158081 +-   0.0000979258
  16    0.0000067026 +-   0.0000855156
  17    0.0000101153 +-   0.0000775242
  18    0.0000229191 +-   0.0000693575
  19    0.0000093689 +-   0.0000560732
  20    0.0000214472 +-   0.0000657162
  21    0.0000405609 +-   0.0000586790
  22    0.0000791319 +-   0.0000754837
  23    0.0001200419 +-   0.0000784528
  24    0.0001385149 +-   0.0000740884
  25    0.0001332436 +-   0.0000866819
  26    0.0001138988 +-   0.0001143770
  27    0.0000916570 +-   0.0001068332
  28   -0.0000014164 +-   0.0001209790
  29   -0.0000080685 +-   0.0000744087
  30   -0.0000616925 +-   0.0000744854
  31   -0.0001092991 +-   0.0000769286
  32   -0.0001555472 +-   0.0000805456
  33   -0.0001771373 +-   0.0001010938
  34   -0.0002353694 +-   0.0001042562
  35   -0.0002824641 +-   0.0000996951
  36   -0.0003527623 +-   0.0001100797
  37   -0.0003898628 +-   0.0001536431
  38   -0.0004938809 +-   0.0001726560
  39   -0.0005359160 +-   0.0002046828
  40   -0.0006195953 +-   0.0002035312
 nx =            0  ny =            3
   0    0.0000189582 +-   0.0000222981
   1    0.0000244001 +-   0.0000239925
   2    0.0000139933 +-   0.0000205048
   3    0.0000131608 +-   0.0000180891
   4    0.0000122294 +-   0.0000206842
   5    0.0000042407 +-   0.0000202767
   6   -0.0000003321 +-   0.0000304528
   7    0.0000099643 +-   0.0000398258
   8    0.0000196226 +-   0.0000454127
   9    0.0000236400 +-   0.0000511749
  10    0.0000224051 +-   0.0000463812
  11    0.0000227889 +-   0.0000368254
  12    0.0000206794 +-   0.0000332119
  13    0.0000274462 +-   0.0000331186
  14    0.0000486203 +-   0.0000398729
  15    0.0000582818 +-   0.0000475115
  16    0.0000874142 +-   0.0000668086
  17    0.0001128983 +-   0.0000801066
  18    0.0001520454 +-   0.0000951370
  19    0.0001408920 +-   0.0000922857
  20    0.0001755075 +-   0.0001107528
  21    0.0001889076 +-   0.0001314599
  22    0.0001438767 +-   0.0001235114
  23    0.0000841301 +-   0.0000850740
  24    0.0000135296 +-   0.0000441487
  25   -0.0000112851 +-   0.0000303008
  26   -0.0000145228 +-   0.0000179230
  27   -0.0000149463 +-   0.0000128099
  28   -0.0000062588 +-   0.0000183488
  29   -0.0000007605 +-   0.0000233321
  30    0.0000009462 +-   0.0000183649
  31    0.0000004902 +-   0.0000149634
  32    0.0000000164 +-   0.0000107665
  33   -0.0000016552 +-   0.0000106189
  34    0.0000076814 +-   0.0000092173
  35    0.0000070543 +-   0.0000080956
  36    0.0000040236 +-   0.0000122684
  37    0.0000027135 +-   0.0000140558
  38    0.0000176641 +-   0.0000194761
  39    0.0000183838 +-   0.0000243059
  40    0.0000189582 +-   0.0000222981
 nx =            0  ny =            4
   0   -0.0000099830 +-   0.0000080977
   1   -0.0000096250 +-   0.0000085853
   2   -0.0000103493 +-   0.0000078140
   3   -0.0000105690 +-   0.0000074225
   4   -0.0000068315 +-   0.0000053562
   5   -0.0000045286 +-   0.0000039905
   6   -0.0000036521 +-   0.0000044677
   7   -0.0000043751 +-   0.0000064825
   8   -0.0000047845 +-   0.0000087656
   9   -0.0000051899 +-   0.0000108058
  10   -0.0000016280 +-   0.0000104413
  11    0.0000014036 +-   0.0000071303
  12    0.0000023858 +-   0.0000059816
  13   -0.0000001482 +-   0.0000068781
  14   -0.0000013806 +-   0.0000067698
  15   -0.0000038139 +-   0.0000095248
  16   -0.0000012030 +-   0.0000089186
  17   -0.0000002119 +-   0.0000097449
  18    0.0000031501 +-   0.0000093916
  19    0.0000038811 +-   0.0000108509
  20    0.0000032112 +-   0.0000122723
  21    0.0000038811 +-   0.0000108509
  22    0.0000031501 +-   0.0000093916
  23   -0.0000002119 +-   0.0000097449
  24   -0.0000012030 +-   0.0000089186
  25   -0.0000038139 +-   0.0000095248
  26   -0.0000013806 +-   0.0000067698
  27   -0.0000001482 +-   0.0000068781
  28    0.0000023858 +-   0.0000059816
  29    0.0000014036 +-   0.0000071303
  30   -0.0000016280 +-   0.0000104413
  31   -0.0000051899 +-   0.0000108058
  32   -0.0000047845 +-   0.0000087656
  33   -0.0000043751 +-   0.0000064825
  34   -0.0000036521 +-   0.0000044677
  35   -0.0000045286 +-   0.0000039905
  36   -0.0000068315 +-   0.0000053562
  37   -0.0000105690 +-   0.0000074225
  38   -0.0000103493 +-   0.0000078140
  39   -0.0000096250 +-   0.0000085853
  40   -0.0000099830 +-   0.0000080977
 nx =            1  ny =            0
   0    0.0657617741 +-   0.0007589335
   1    0.0317181002 +-   0.0006435257
   2    0.0124674700 +-   0.0004627973
   3    0.0021345387 +-   0.0004211163
   4   -0.0031204047 +-   0.0004888424
   5   -0.0054742253 +-   0.0004415204
   6   -0.0062010731 +-   0.0004597192
   7   -0.0063265814 +-   0.0004389116
   8   -0.0059605336 +-   0.0004167776
   9   -0.0056411008 +-   0.0003739197
  10   -0.0049624045 +-   0.0003336416
  11   -0.0043314878 +-   0.0002982453
  12   -0.0038139743 +-   0.0002636572
  13   -0.0032277909 +-   0.0001714808
  14   -0.0027693791 +-   0.0001379290
  15   -0.0025528741 +-   0.0001423747
  16   -0.0022882598 +-   0.0001520042
  17   -0.0020802721 +-   0.0001449095
  18   -0.0019724765 +-   0.0001525442
  19   -0.0020309799 +-   0.0001843259
  20   -0.0020272294 +-   0.0001721326
  21   -0.0021036072 +-   0.0002270308
  22   -0.0022744166 +-   0.0002988858
  23   -0.0023008673 +-   0.0001863688
  24   -0.0024016544 +-   0.0001455548
  25   -0.0026355888 +-   0.0001758211
  26   -0.0029355539 +-   0.0002144605
  27   -0.0032356986 +-   0.0002087528
  28   -0.0036339988 +-   0.0001981163
  29   -0.0041549907 +-   0.0001730034
  30   -0.0048650061 +-   0.0001864342
  31   -0.0055491194 +-   0.0001851214
  32   -0.0064926836 +-   0.0002282611
  33   -0.0071031867 +-   0.0002558362
  34   -0.0072230567 +-   0.0002683217
  35   -0.0065965795 +-   0.0002671628
  36   -0.0041279455 +-   0.0002077385
